modo,m,n,l,flops_por_iter,bytes_leidos_por_iter,bytes_escritos_por_iter,bytes_totales_por_iter,intensidad_ops_byte,cpu_hilos_impl,cpu_procesadores_logicos,gpu_nombre,gpu_compute_major,gpu_compute_minor,gpu_sms,gpu_warp_size,gpu_max_threads_sm,gpu_max_threads_block,grid_x,grid_y,block_x,block_y,bloques,hilos_bloque,hilos_lanzados,hilos_utiles,hilos_padding,warps_bloque,warps_lanzados,bloques_activos_sm,warps_activos_sm,max_warps_sm,ocupacion_teorica_pct
gpu,4096,128,64,4294967296,17179869184,2097152,17181966336,0.249969,0,12,"NVIDIA GeForce RTX 4060",8,9,24,32,1536,1024,4,128,32,32,512,1024,524288,524288,0,32,16384,1,32,48,66.666667
